timestep,run,subset,network_resource_demand,network_resource_provision,network_resource_demand_supply_ratio,dex_tokens,dex_usdc,dex_token_price,token_incentives_vested,token_seller_vested,token_incentives_vested_cum,token_seller_vested_cum,token_burned_supply,token_burned_supply_cum,token_minted_supply,token_minted_supply_cum,token_total_supply,token_circulating_supply,token_staked_supply,node_amount,node_profit,node_network_revenue,node_incentive_revenue,node_expenditures,node_apr,node_change_amount,foundation_revenue,foundation_expenditures,foundation_cash_reserves
2297,1,0,1899281473.709608,3582488000.0,0.5301571069350709,1917632793.5203056,651845.3398501326,0.0003399076973635627,0.0,0.0,3000000000.0,3850000000.0,1118226.064168129,5216727206.479664,0,0,4783272793.520336,4783272793.520306,365640000,36564,24906.734105644126,28489.222105644127,0.0,3582.488,24.78444053011281,8.0,9116.55107380612,2739.72602739726,35498721.23517764
2298,1,0,1899661330.00435,3583272000.0,0.5301471197286586,1916435739.9442675,652252.498712195,0.0003403324507687908,0.0,0.0,3000000000.0,3850000000.0,1117053.5760380975,5217844260.055702,0,0,4782155739.944298,4782155739.944267,365720000,36572,24911.64795006525,28494.91995006525,0.0,3583.272,24.783801659501215,8.0,9118.374384020879,2739.72602739726,35505099.88353427
2299,1,0,1900041262.2703507,3584056000.0,0.5301371580885875,1915239857.1331832,652659.7675713886,0.00034075758424406363,0.0,0.0,3000000000.0,3850000000.0,1115882.8110843573,5218960142.866787,0,0,4781039857.133213,4781039857.1331835,365800000,36580,24916.562934055262,28500.618934055263,0.0,3584.056,24.783164067593873,8.0,9120.198058897684,2739.72602739726,35511480.355565764
2300,1,0,1900421270.5228047,3584840000.0,0.5301272220023222,1914045143.3672547,653067.1464733373,0.0003411830980520359,0.0,0.0,3000000000.0,3850000000.0,1114713.7659285103,5220074856.632715,0,0,4779925143.367285,4779925143.367254,365880000,36588,24921.479057842073,28506.319057842073,0.0,3584.8399999999997,24.782527753646658,8.0,9122.022098509462,2739.72602739726,35517862.651636876
2301,1,0,1900801354.7769094,3585624000.0,0.5301173114573389,1912851596.9300542,653474.6354636892,0.00034160899245556415,0.0,0.0,3000000000.0,3850000000.0,1113546.437200437,5221188403.069916,0,0,4778811596.930084,4778811596.930054,365960000,36596,24926.396321653647,28512.020321653647,0.0,3585.624,24.78189271691602,8.0,9123.846502929166,2739.72602739726,35524246.77211241
2302,1,0,1901181515.0478647,3586408000.0,0.5301074264411256,1911659216.108516,653882.2345881162,0.0003420352677177073,0.0,0.0,3000000000.0,3850000000.0,1112380.8215382716,5222300783.891454,0,0,4777699216.108546,4777699216.108516,366040000,36604,24931.31472571797,28517.72272571797,0.0,3586.408,24.781258956658952,8.0,9125.67127222975,2739.72602739726,35530632.71735724
2303,1,0,1901561751.3508742,3587192000.0,0.5300975669411825,1910467999.1929276,654289.9438923146,0.0003424619241017269,0.0,0.0,3000000000.0,3850000000.0,1111216.9155883777,5223412000.807042,0,0,4776587999.192958,4776587999.192927,366120000,36612,24936.234270263118,28523.426270263117,0.0,3587.192,24.780626472133065,8.0,9127.496406484197,2739.72602739726,35537020.48773632
2304,1,0,1901942063.7011442,3587976000.0,0.5300877329450209,1909277944.4769223,654697.7634220044,0.00034288896187108697,0.0,0.0,3000000000.0,3850000000.0,1110054.716005324,5224522055.523047,0,0,4775477944.476953,4775477944.476922,366200000,36620,24941.15495551717,28529.13095551717,0.0,3587.9759999999997,24.779995262596493,8.0,9129.321905765493,2739.72602739726,35543410.083614685
2305,1,0,1902322452.1138844,3588760000.0,0.5300779244401644,1908089050.2574704,655105.6932229303,0.0003433163812894547,0.0,0.0,3000000000.0,3850000000.0,1108894.219451861,5225630949.742499,0,0,4774369050.257501,4774369050.25747,366280000,36628,24946.07678170827,28534.83678170827,0.0,3588.7599999999998,24.779365327307975,8.0,9131.147770146647,2739.72602739726,35549801.50535743
2306,1,0,1902702916.6043072,3589544000.0,0.5300681414141482,1906901314.8348715,655513.7333408608,0.00034374418262070013,0.0,0.0,3000000000.0,3850000000.0,1107735.4225988958,5226738685.165098,0,0,4773261314.834902,4773261314.834871,366360000,36636,24950.999749064613,28540.54374906461,0.0,3589.544,24.778736665526797,8.0,9132.973999700675,2739.72602739726,35556194.75332973
2307,1,0,1903083457.187628,3590328000.0,0.5300583838545192,1905714736.512746,655921.8838215887,0.0003441723661288965,0.0,0.0,3000000000.0,3850000000.0,1106578.3221254698,5227845263.487224,0,0,4772154736.512776,4772154736.512746,366440000,36644,24955.92385781442,28546.251857814423,0.0,3590.328,24.778109276512815,8.0,9134.800594500615,2739.72602739726,35562589.82789683
2308,1,0,1903464073.8790655,3591112000.0,0.5300486517488359,1904529313.5980275,656330.1447109309,0.0003446009320783207,0.0,0.0,3000000000.0,3850000000.0,1105422.9147187327,5228950686.401942,0,0,4771049313.598058,4771049313.598027,366520000,36652,24960.849108185987,28551.961108185988,0.0,3591.1119999999996,24.777483159526458,8.0,9136.627554619516,2739.72602739726,35568986.72942405
2309,1,0,1903844766.6938412,3591896000.0,0.5300389450846688,1903345044.4009535,656738.5160547283,0.0003450298807334529,0.0,0.0,3000000000.0,3850000000.0,1104269.1970739204,5230054955.599016,0,0,4769945044.400984,4769945044.400953,366600000,36660,24965.775500407617,28557.671500407618,0.0,3591.8959999999997,24.77685831382872,8.0,9138.454880130437,2739.72602739726,35575385.458276786
2310,1,0,1904225535.6471798,3592680000.0,0.5300292638495997,1902161927.2350593,657146.9978988464,0.0003454592123589772,0.0,0.0,3000000000.0,3850000000.0,1103117.1658943319,5231158072.764911,0,0,4768841927.235089,4768841927.23506,366680000,36668,24970.7030347077,28563.383034707702,0.0,3592.68,24.776234738681165,8.0,9140.282571106463,2739.72602739726,35581786.014820494
2311,1,0,1904606380.7543092,3593464000.0,0.5300196080312226,1900979960.417168,657555.5902891748,0.0003458889272197817,0.0,0.0,3000000000.0,3850000000.0,1101966.8178913032,5232260039.582802,0,0,4767739960.417198,4767739960.417168,366760000,36676,24975.631711314643,28569.095711314643,0.0,3593.464,24.775612433345902,8.0,9142.110627620685,2739.72602739726,35588188.399420716
2312,1,0,1904987302.03046,3594248000.0,0.5300099776171426,1899799142.2673838,657964.2932716273,0.00034631902558095835,0.0,0.0,3000000000.0,3850000000.0,1100818.149784186,5233360857.732586,0,0,4766639142.267414,4766639142.267384,366840000,36684,24980.5615304569,28574.8095304569,0.0,3594.248,24.77499139708562,8.0,9143.939049746208,2739.72602739726,35594592.61244306
2313,1,0,1905368299.490866,3595032000.0,0.5300003725949771,1898619471.1090834,658373.106892142,0.0003467495077078038,0.0,0.0,3000000000.0,3850000000.0,1099671.1583003236,5234460528.890886,0,0,4765539471.109114,4765539471.109083,366920000,36692,24985.49249236299,28580.52449236299,0.0,3595.0319999999997,24.77437162916358,8.0,9145.767837556157,2739.72602739726,35600998.654253215
2314,1,0,1905749373.150764,3595816000.0,0.5299907929523546,1897440945.2689085,658782.0311966814,0.0003471803738658187,0.0,0.0,3000000000.0,3850000000.0,1098525.8401750277,5235559054.731061,0,0,4764440945.268939,4764440945.2689085,367000000,36700,24990.424597261466,28586.240597261465,0.0,3595.816,24.77375312884358,8.0,9147.596991123668,2739.72602739726,35607406.52521694
2315,1,0,1906130523.0253942,3596600000.0,0.5299812386769155,1896263563.076757,659191.0662312323,0.00034761162432070896,0.0,0.0,3000000000.0,3850000000.0,1097382.192151554,5236656436.923213,0,0,4763343563.076787,4763343563.076757,367080000,36708,24995.357845380917,28591.957845380915,0.0,3596.6,24.77313589539,8.0,9149.426510521893,2739.72602739726,35613816.22570006
2316,1,0,1906511749.1299992,3597384000.0,0.5299717097563116,1895087322.8657758,659600.2120418053,0.0003480432593383846,0.0,0.0,3000000000.0,3850000000.0,1096240.2109810808,5237752677.134194,0,0,4762247322.865806,4762247322.865776,367160000,36716,25000.292236949987,28597.67623694999,0.0,3597.384,24.77251992806777,8.0,9151.256395823995,2739.72602739726,35620227.75606848
